Prediction,Actual,Explanation
Approved,Approved,"This application was approved due to Employment Duration (Days), Email, Marital Status, -1.05, Annual Income."
Approved,Approved,"This application was approved due to Employment Duration (Days), Email, Marital Status, -1.05, Annual Income."
Approved,Approved,"This application was approved due to Employment Duration (Days), Email, Marital Status, -1.05."
Denied,Approved,"This application was denied due to Email, -1.62, Housing Type, Marital Status, Work Phone, -0.82, Car Ownership, Phone, Education Level, -0.85, Family Size."
Denied,Approved,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, Car Ownership, -0.82, Phone, Education Level, -0.85."
Approved,Approved,"This application was approved due to Employment Duration (Days), -0.77, Housing Type, Marital Status, -0.81, Family Size, -0.64, -1.05, -0.61."
Approved,Approved,"This application was approved due to Employment Duration (Days), -0.77, Marital Status, Housing Type, -0.81, -0.61, -0.64, Family Size, -1.05."
Approved,Approved,"This application was approved due to Employment Duration (Days), Housing Type, -0.77, Marital Status, -0.81, -0.64, Family Size, -1.05, -0.61."
Approved,Approved,"This application was approved due to -0.77, Employment Duration (Days), Housing Type, Marital Status, -0.81, -0.64, Family Size, -1.05, -0.61."
Approved,Denied,"This application was approved due to Employment Duration (Days), -0.77, Housing Type, Marital Status, -0.81, Family Size, -0.64, -1.05, -0.61, -0.85."
Denied,Approved,"This application was denied due to -1.62, Email, Income Category, Housing Type, Car Ownership, Work Phone, -0.27, Phone, -0.85."
Denied,Approved,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Car Ownership, -0.27, Phone, -0.85, Family Size."
Denied,Approved,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Occupation, Education Level, Age (Days)."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, -0.77."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, -0.15, Number of Children, -0.77, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.77, Family Size, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, -0.77."
Approved,Approved,"This application was approved due to Housing Type, Property Ownership, Number of Children, -0.15, -0.77, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, Family Size, -0.77."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, -0.77."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, -0.77."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, Family Size, -0.77."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.77, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, Family Size, -0.77."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, -0.77."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, -0.77."
Approved,Approved,"This application was approved due to Property Ownership, Housing Type, Number of Children, -0.15, -0.61, -0.77."
Approved,Denied,"This application was approved due to Property Ownership, Number of Children, Housing Type, -0.15, -0.61, -0.77, Family Size, Education Level."
Approved,Approved,"This application was approved due to Number of Children, -0.15, Age (Days), -1.05."
Approved,Approved,"This application was approved due to Number of Children, -0.15, Age (Days), -1.05, Annual Income."
Approved,Approved,"This application was approved due to Number of Children, -0.15, Age (Days), -1.05, Annual Income."
Approved,Approved,"This application was approved due to Number of Children, -0.15, Age (Days), -1.05, Annual Income, Family Size."
Approved,Approved,"This application was approved due to Number of Children, -0.15, Age (Days), -1.05, Annual Income."
Approved,Approved,"This application was approved due to Number of Children, -0.15, Age (Days), -1.05, Annual Income, Family Size."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Work Phone, Number of Children, Marital Status, -0.64, -1.05, -0.61."
Approved,Approved,"This application was approved due to Number of Children, -0.15, Age (Days), -1.05, Annual Income."
Approved,Approved,"This application was approved due to Number of Children, -0.15, Age (Days), -1.05, Annual Income, Family Size."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, Work Phone, -0.64, -1.05, -0.61, Family Size."
Approved,Approved,"This application was approved due to Property Ownership, Marital Status, Number of Children, -0.15, -0.81, -1.05."
Approved,Approved,"This application was approved due to Property Ownership, Marital Status, Number of Children, -0.15, -0.81, -1.05, Family Size."
Approved,Approved,"This application was approved due to Employment Duration (Days), Property Ownership, -0.77, Marital Status, Number of Children, Work Phone, -0.81, -0.64, Family Size."
Approved,Approved,"This application was approved due to Property Ownership, Employment Duration (Days), -0.77, Marital Status, Number of Children, Work Phone, -0.81, -0.64."
Approved,Approved,"This application was approved due to Property Ownership, Employment Duration (Days), -0.77, Work Phone, Marital Status, Number of Children, -0.81, -0.64."
Approved,Approved,"This application was approved due to Property Ownership, Employment Duration (Days), -0.77, Marital Status, Work Phone, Number of Children, -0.81, -0.64, Annual Income."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Employment Duration (Days), Marital Status, Number of Children, Work Phone, -0.81, -0.64."
Approved,Denied,"This application was approved due to Property Ownership, Employment Duration (Days), -0.77, Number of Children, Marital Status, Work Phone, -0.64, -0.81."
Approved,Denied,"This application was approved due to Property Ownership, -0.77, Employment Duration (Days), Marital Status, Number of Children, -0.81, Work Phone, -0.64, Annual Income, Family Size."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -1.05, -0.61, Family Size."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -1.05, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -1.05, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -1.05, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -0.61, -1.05."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Number of Children, Marital Status, -0.15, -1.05, -0.61, Family Size."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -1.05, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -0.61, -1.05."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -0.61, -1.05."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -1.05, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, -0.15, Number of Children, -1.05, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.15, -1.05, -0.61."
Denied,Approved,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Family Size, -0.85."
Denied,Approved,"This application was denied due to Housing Type, Email, Work Phone, Car Ownership, -0.27, Family Size, -0.85."
Denied,Approved,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, -0.85."
Denied,Approved,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, -0.85."
Denied,Denied,"This application was denied due to Housing Type, Email, Work Phone, Car Ownership, -0.27, -0.85."
Denied,Approved,"This application was denied due to Email, Housing Type, -0.27, Work Phone, Car Ownership."
Approved,Approved,"This application was approved due to Property Ownership, Email, Marital Status, Number of Children, -0.15, -0.81, Age (Days), -0.64, -1.05, -0.61."
Approved,Approved,"This application was approved due to Property Ownership, -0.77, Marital Status, Number of Children, -0.81, Family Size."
